,TV,Radio,Newspaper,Sales,tv_to_sales_ratio,radio_to_sales_ratio,newspaper_to_sales_ratio,sales_level,Tv_radio_intecreation,Tv_Newspaper_interaction,Radio_newspaper_interaction,TV_Range,Newspaper_Range,Radio_Range,TV_Radio_int,TV_Newspaper_int,Newspaper_Radio_int,TV_efficiency,Radio_efficiency,Newspaper_efficiency,Total_Budget,TV_share,Radio_share,Newspaper_share,TV_log,Radio_log,Newspaper_log,TV_squared,Radio_squared,Newspaper_squared,TV_sqrt,Radio_sqrt,TV_Radio_Newspaper,TV_tp_Radio_ratio,Newspaper_sqrt
0,230.1,37.8,69.2,22.1,10.411764705882351,1.7104072398190042,3.1312217194570136,High,8697.779999999999,15922.92,2615.7599999999998,High,High,High,8697.779999999999,15922.92,2615.7599999999998,0.096045197740113,0.5846560846560848,0.319364161849711,337.09999999999997,0.6825867695045981,0.11213289824977751,0.20528033224562448,5.442850517280335,3.6584202466292277,4.251348311031766,52946.009999999995,1428.8399999999997,4788.64,15.16904743218901,6.148170459575759,601886.3759999999,5.930412371134021,8.318653737234168
1,44.5,39.3,45.1,10.4,4.278846153846153,3.7788461538461533,4.336538461538462,Medium_Low,1748.85,2006.95,1772.4299999999998,Low,High,High,1748.85,2006.95,1772.4299999999998,0.23370786516853934,0.2646310432569975,0.23059866962305986,128.9,0.3452288595810706,0.30488750969743983,0.34988363072148954,3.817712325956905,3.696351468952637,3.8308129500026027,1980.25,1544.4899999999998,2034.0100000000002,6.670832032063167,6.268971207462991,78873.135,1.1042183622828785,6.715653356152326
2,17.2,45.9,69.3,9.3,1.8494623655913975,4.935483870967741,7.451612903225805,Low,789.4799999999999,1191.9599999999998,3180.87,Low,High,High,789.4799999999999,1191.9599999999998,3180.87,0.5406976744186047,0.20261437908496735,0.1341991341991342,132.39999999999998,0.12990936555891242,0.3466767371601209,0.5234138972809669,2.9014215940827497,3.8480176754522337,4.252771798816619,295.84,2106.81,4802.49,4.147288270665544,6.774953874381729,54710.96399999999,0.3667377398720682,8.324662155306964
3,151.5,41.3,58.5,18.5,8.18918918918919,2.2324324324324323,3.1621621621621623,High,6256.95,8862.75,2416.0499999999997,Medium,High,High,6256.95,8862.75,2416.0499999999997,0.12211221122112212,0.44794188861985473,0.3162393162393162,251.3,0.6028651014723437,0.16434540389972144,0.23278949462793472,5.0271645960474665,3.744787086052232,4.085976312551584,22952.25,1705.6899999999998,3422.25,12.30853362509117,6.4265076052238514,366031.575,3.5815602836879434,7.648529270389178
4,180.8,10.8,58.4,12.9,14.015503875968992,0.8372093023255814,4.5271317829457365,Medium_Low,1952.6400000000003,10558.720000000001,630.72,Medium,High,Low,1952.6400000000003,10558.720000000001,630.72,0.0713495575221239,1.1944444444444444,0.22089041095890413,250.00000000000003,0.7232,0.043199999999999995,0.23359999999999997,5.202907181743378,2.468099531471619,4.084294226368599,32688.640000000003,116.64000000000001,3410.56,13.446189051177289,3.286335345030997,114034.17600000002,15.322033898305085,7.64198926981712
5,8.7,48.9,75.0,7.2,1.2083333333333333,6.791666666666666,10.416666666666666,Low,425.42999999999995,652.5,3667.5,Low,High,High,425.42999999999995,652.5,3667.5,0.8275862068965518,0.147239263803681,0.096,132.6,0.06561085972850679,0.36877828054298645,0.5656108597285068,2.272125885509337,3.910021002757473,4.330733340286331,75.68999999999998,2391.21,5625.0,2.949576240750525,6.992853494818835,31907.249999999996,0.17434869739478956,8.660254037844387
6,57.5,32.8,23.5,11.8,4.872881355932203,2.7796610169491522,1.9915254237288134,Medium_Low,1885.9999999999998,1351.25,770.8,Low,Medium,High,1885.9999999999998,1351.25,770.8,0.20521739130434785,0.35975609756097565,0.5021276595744681,113.8,0.5052724077328646,0.28822495606326887,0.20650263620386644,4.069026754237811,3.520460802488973,3.1986731175506815,3306.25,1075.84,552.25,7.582875444051551,5.727128425310541,44320.99999999999,1.7011834319526629,4.847679857416329
7,120.2,19.6,11.6,13.2,9.106060606060607,1.484848484848485,0.8787878787878788,Medium_High,2355.92,1394.32,227.36,Medium,Low,Medium,2355.92,1394.32,227.36,0.1098169717138103,0.6734693877551019,1.1379310344827587,151.4,0.7939233817701453,0.12945838837516513,0.07661822985468957,4.797442073635214,3.0252910757955354,2.533696813957432,14448.04,384.1600000000001,134.56,10.963576058932597,4.427188724235731,27328.672,5.834951456310679,3.40587727318528
8,8.6,2.1,1.0,4.8,1.7916666666666667,0.43750000000000006,0.20833333333333334,Low,18.06,8.6,2.1,Low,Low,Low,18.06,8.6,2.1,0.5581395348837209,2.2857142857142856,4.8,11.7,0.7350427350427351,0.17948717948717952,0.08547008547008547,2.2617630984737906,1.1314021114911006,0.6931471805599453,73.96,4.41,1.0,2.932575659723036,1.449137674618944,18.06,2.7741935483870965,1.0
9,199.8,2.6,21.2,10.6,18.849056603773587,0.24528301886792456,2.0,Medium_Low,519.48,4235.76,55.12,Medium,Medium,Low,519.48,4235.76,55.12,0.05305305305305305,4.076923076923077,0.5,223.6,0.8935599284436494,0.011627906976744186,0.09481216457960644,5.302309387817574,1.2809338454620642,3.100092288878234,39920.04000000001,6.760000000000001,449.44,14.135062787267696,1.61245154965971,11012.976,55.5,4.604345773288535
10,66.1,5.8,24.2,8.6,7.686046511627906,0.6744186046511628,2.813953488372093,Low,383.37999999999994,1599.62,140.35999999999999,Low,Medium,Low,383.37999999999994,1599.62,140.35999999999999,0.13010590015128592,1.4827586206896552,0.35537190082644626,96.1,0.6878251821019771,0.060353798126951096,0.2518210197710718,4.206184043977636,1.916922612182061,3.2268439945173775,4369.209999999999,33.64,585.64,8.130190649671137,2.4083189157584592,9277.795999999998,9.720588235294118,4.919349550499537
11,214.7,24.0,4.0,17.4,12.339080459770114,1.3793103448275863,0.2298850574712644,Medium_High,5152.799999999999,858.8,96.0,High,Low,Medium,5152.799999999999,858.8,96.0,0.08104331625523986,0.725,4.35,242.7,0.88463123197363,0.09888751545117429,0.016481252575195716,5.373888553395111,3.2188758248682006,1.6094379124341003,46096.09,576.0,16.0,14.652644812456213,4.898979485566356,20611.199999999997,8.588,2.0
12,23.8,35.1,65.9,9.2,2.586956521739131,3.815217391304348,7.163043478260871,Low,835.3800000000001,1568.42,2313.09,Low,High,High,835.3800000000001,1568.42,2313.09,0.38655462184873945,0.2621082621082621,0.13960546282245825,124.80000000000001,0.1907051282051282,0.28125,0.5280448717948718,3.2108436531709366,3.586292865338835,4.203198967134183,566.44,1232.01,4342.81,4.878524367060187,5.92452529743945,55051.54200000001,0.6592797783933518,8.117881497040962
13,97.5,7.6,7.2,9.7,10.051546391752579,0.7835051546391752,0.7422680412371134,Low,741.0,702.0,54.72,Medium,Low,Low,741.0,702.0,54.72,0.09948717948717949,1.276315789473684,1.347222222222222,112.3,0.8682101513802315,0.06767586821015138,0.0641139804096171,4.590056548178043,2.151762203259462,2.1041341542702074,9506.25,57.76,51.84,9.874208829065749,2.756809750418044,5335.2,11.337209302325581,2.6832815729997477
14,204.1,32.9,46.0,19.0,10.742105263157894,1.7315789473684209,2.4210526315789473,High,6714.889999999999,9388.6,1513.3999999999999,High,High,High,6714.889999999999,9388.6,1513.3999999999999,0.09309162175404213,0.5775075987841946,0.41304347826086957,283.0,0.7212014134275618,0.11625441696113074,0.1625441696113074,5.323497665078335,3.5234150143864045,3.8501476017100584,41656.81,1082.4099999999999,2116.0,14.286357128393508,5.735852159879995,308884.93999999994,6.020648967551622,6.782329983125268
15,195.4,47.7,52.9,22.4,8.723214285714286,2.129464285714286,2.361607142857143,High,9320.58,10336.66,2523.33,Medium,High,High,9320.58,10336.66,2523.33,0.11463664278403274,0.46960167714884693,0.42344045368620037,296.0,0.6601351351351351,0.16114864864864867,0.17871621621621622,5.280153395920365,3.885679030088544,3.9871304779149512,38181.16,2275.2900000000004,2798.41,13.978555004005242,6.906518659932803,493058.682,4.012320328542095,7.273238618387272
16,67.8,36.6,114.0,12.5,5.4239999999999995,2.928,9.12,Medium_Low,2481.48,7729.2,4172.400000000001,Low,High,High,2481.48,7729.2,4172.400000000001,0.18436578171091447,0.34153005464480873,0.10964912280701754,218.4,0.3104395604395604,0.1675824175824176,0.521978021978022,4.231203744939298,3.6270040503958487,4.74493212836325,4596.839999999999,1339.5600000000002,12996.0,8.23407554009556,6.04979338490167,282888.72000000003,1.803191489361702,10.677078252031311
17,281.4,39.6,55.8,24.4,11.532786885245901,1.6229508196721314,2.2868852459016393,High,11143.439999999999,15702.119999999997,2209.68,High,High,High,11143.439999999999,15702.119999999997,2209.68,0.0867093105899076,0.6161616161616161,0.43727598566308246,376.8,0.7468152866242037,0.10509554140127389,0.1480891719745223,5.643324505619087,3.703768066607687,4.039536325727106,79185.95999999999,1568.16,3113.64,16.774981371077583,6.29285308902091,621803.9519999999,6.93103448275862,7.469939758793239
18,69.2,20.5,18.3,11.3,6.123893805309734,1.8141592920353982,1.6194690265486724,Medium_Low,1418.6000000000001,1266.3600000000001,375.15000000000003,Low,Low,Medium,1418.6000000000001,1266.3600000000001,375.15000000000003,0.1632947976878613,0.551219512195122,0.6174863387978142,108.0,0.6407407407407407,0.18981481481481483,0.16944444444444445,4.251348311031766,3.068052935133617,2.9601050959108397,4788.64,420.25,334.89000000000004,8.318653737234168,4.527692569068709,25960.380000000005,3.218604651162791,4.277849927241488
19,147.3,23.9,19.1,14.6,10.089041095890412,1.636986301369863,1.308219178082192,Medium_High,3520.4700000000003,2813.4300000000003,456.49,Medium,Medium,Medium,3520.4700000000003,2813.4300000000003,456.49,0.09911744738628649,0.6108786610878661,0.7643979057591622,190.3,0.7740409879138203,0.12559117183394639,0.10036784025223332,4.999237249143887,3.214867803470662,3.0007198150650303,21697.290000000005,571.2099999999999,364.81000000000006,12.136721138759018,4.888762624632126,67240.97700000001,5.91566265060241,4.370354676682432
20,218.4,27.7,53.4,18.0,12.133333333333333,1.5388888888888888,2.966666666666667,High,6049.68,11662.56,1479.1799999999998,High,High,Medium,6049.68,11662.56,1479.1799999999998,0.08241758241758242,0.6498194945848376,0.33707865168539325,299.5,0.7292153589315526,0.09248747913188647,0.17829716193656092,5.3908965478411295,3.3568971227655755,3.996364153861897,47698.560000000005,767.29,2851.56,14.778362561528933,5.263078946776307,323052.912,7.609756097560976,7.307530362578044
21,237.4,5.1,23.5,12.5,18.992,0.408,1.88,Medium_Low,1210.74,5578.900000000001,119.85,High,Medium,Low,1210.74,5578.900000000001,119.85,0.05265374894692502,2.450980392156863,0.5319148936170213,266.0,0.8924812030075188,0.019172932330827067,0.08834586466165413,5.473949935191195,1.8082887711792655,3.1986731175506815,56358.76,26.009999999999998,552.25,15.407790237409127,2.258317958127243,28452.39,38.91803278688525,4.847679857416329
22,13.2,15.9,49.6,5.6,2.357142857142857,2.8392857142857144,8.857142857142858,Low,209.88,654.72,788.64,Low,High,Medium,209.88,654.72,788.64,0.42424242424242425,0.3522012578616352,0.1129032258064516,78.7,0.16772554002541296,0.20203303684879287,0.6302414231257941,2.653241964607215,2.8273136219290276,3.92395157629342,174.23999999999998,252.81,2460.1600000000003,3.63318042491699,3.987480407475377,10410.048,0.7810650887573964,7.042726744663604
23,228.3,16.9,26.2,15.5,14.729032258064517,1.0903225806451613,1.6903225806451612,Medium_High,3858.27,5981.46,442.78,High,Medium,Medium,3858.27,5981.46,442.78,0.06789312308366184,0.9171597633136096,0.5916030534351145,271.40000000000003,0.8411938098747236,0.062269712601326445,0.09653647752394988,5.435031189863859,2.884800712846709,3.3032169733019514,52120.89000000001,285.60999999999996,686.4399999999999,15.109599597606815,4.110960958218893,101086.674,12.75418994413408,5.118593556827891
24,62.3,12.6,18.3,9.7,6.422680412371134,1.2989690721649485,1.88659793814433,Low,784.9799999999999,1140.09,230.58,Low,Low,Low,784.9799999999999,1140.09,230.58,0.15569823434991975,0.7698412698412698,0.5300546448087431,93.19999999999999,0.6684549356223176,0.1351931330472103,0.19635193133047213,4.147885329150131,2.6100697927420065,2.9601050959108397,3881.2899999999995,158.76,334.89000000000004,7.893034904268446,3.5496478698597698,14365.133999999998,4.580882352941177,4.277849927241488
25,262.9,3.5,19.5,12.0,21.90833333333333,0.2916666666666667,1.625,Medium_Low,920.1499999999999,5126.549999999999,68.25,High,Medium,Low,920.1499999999999,5126.549999999999,68.25,0.04564473183720046,3.4285714285714284,0.6153846153846154,285.9,0.9195522910108429,0.01224204267226303,0.06820566631689402,5.575570243509278,1.5040773967762742,3.0204248861443626,69116.40999999999,12.25,380.25,16.214191315017842,1.8708286933869707,17942.924999999996,58.42222222222222,4.415880433163924
26,142.9,29.3,12.6,15.0,9.526666666666667,1.9533333333333334,0.84,Medium_High,4186.97,1800.54,369.18,Medium,Low,Medium,4186.97,1800.54,369.18,0.10496850944716585,0.5119453924914675,1.1904761904761905,184.8,0.7732683982683982,0.15854978354978355,0.06818181818181818,4.969118613893322,3.4111477125153233,2.6100697927420065,20420.41,858.49,158.76,11.954078801814886,5.412947441089743,52755.822,4.7161716171617165,3.5496478698597698
27,240.1,16.7,22.9,15.9,15.10062893081761,1.050314465408805,1.440251572327044,Medium_High,4009.6699999999996,5498.29,382.42999999999995,High,Medium,Medium,4009.6699999999996,5498.29,382.42999999999995,0.06622240733027905,0.9520958083832336,0.6943231441048036,279.7,0.8584197354308187,0.05970682874508402,0.08187343582409724,5.485211785187126,2.8735646395797834,3.173878458937465,57648.009999999995,278.89,524.41,15.49516053482506,4.08656334834051,91821.44299999998,13.564971751412429,4.78539444560216
28,248.8,27.1,22.9,18.9,13.164021164021166,1.433862433862434,1.2116402116402116,High,6742.4800000000005,5697.5199999999995,620.59,High,Medium,Medium,6742.4800000000005,5697.5199999999995,620.59,0.07596463022508038,0.6974169741697416,0.8253275109170306,298.8,0.8326639892904953,0.09069611780455154,0.07663989290495314,5.520660597691477,3.3357695763397,3.173878458937465,61901.44,734.4100000000001,524.41,15.773395322504284,5.205766033928148,154402.792,8.854092526690392,4.78539444560216
29,70.6,16.0,40.8,10.5,6.723809523809523,1.5238095238095237,3.8857142857142852,Medium_Low,1129.6,2880.4799999999996,652.8,Low,High,Medium,1129.6,2880.4799999999996,652.8,0.14872521246458925,0.65625,0.2573529411764706,127.39999999999999,0.554160125588697,0.12558869701726846,0.3202511773940345,4.2710950739666,2.833213344056216,3.7328963395307104,4984.359999999999,256.0,1664.6399999999999,8.402380615040002,4.0,46087.67999999999,4.152941176470588,6.387487769068525
30,292.9,28.3,43.2,21.4,13.686915887850468,1.3224299065420562,2.018691588785047,High,8289.07,12653.28,1222.5600000000002,High,High,Medium,8289.07,12653.28,1222.5600000000002,0.07306247866165927,0.7561837455830388,0.4953703703703703,364.4,0.8037870472008781,0.07766190998902306,0.1185510428100988,5.6832395734248715,3.3775875160230218,3.7887247890836524,85790.40999999999,800.89,1866.2400000000002,17.11432148815722,5.319774431308154,358087.824,9.996587030716723,6.572670690061994
31,112.9,17.4,38.6,11.9,9.487394957983193,1.4621848739495797,3.2436974789915967,Medium_Low,1964.46,4357.9400000000005,671.64,Medium,High,Medium,1964.46,4357.9400000000005,671.64,0.1054030115146147,0.6839080459770116,0.3082901554404145,168.9,0.6684428656009473,0.10301953818827707,0.2285375962107756,4.735320870453137,2.91235066461494,3.6788291182604347,12746.410000000002,302.75999999999993,1489.96,10.625441167311596,4.171330722922842,75828.156,6.1358695652173925,6.212889826803627
32,97.2,1.5,30.0,9.6,10.125,0.15625,3.125,Low,145.8,2916.0,45.0,Medium,Medium,Low,145.8,2916.0,45.0,0.09876543209876543,6.3999999999999995,0.32,128.7,0.7552447552447553,0.011655011655011656,0.23310023310023312,4.58700621536042,0.9162907318741551,3.4339872044851463,9447.84,2.25,900.0,9.85900603509299,1.224744871391589,4374.0,38.88,5.477225575051661
33,265.6,20.0,0.3,17.4,15.264367816091957,1.149425287356322,0.017241379310344827,Medium_High,5312.0,79.68,6.0,High,Low,Medium,5312.0,79.68,6.0,0.06551204819277108,0.8699999999999999,58.0,285.90000000000003,0.9289961525008744,0.06995452955578874,0.0010493179433368309,5.585749407744609,3.044522437723423,0.262364264467491,70543.36000000002,400.0,0.09,16.29723902997069,4.47213595499958,1593.6,12.647619047619049,0.5477225575051661
34,95.7,1.4,7.4,9.5,10.073684210526316,0.14736842105263157,0.7789473684210527,Low,133.98,708.1800000000001,10.36,Low,Low,Low,133.98,708.1800000000001,10.36,0.09926854754440961,6.7857142857142865,1.2837837837837838,104.50000000000001,0.9157894736842104,0.013397129186602868,0.07081339712918659,4.571613402459248,0.8754687373538999,2.128231705849268,9158.49,1.9599999999999997,54.760000000000005,9.78263768111648,1.1832159566199232,991.452,39.875,2.7202941017470885
35,290.7,4.1,8.5,12.8,22.710937499999996,0.32031249999999994,0.6640625,Medium_Low,1191.87,2470.95,34.849999999999994,High,Low,Low,1191.87,2470.95,34.849999999999994,0.04403164774681803,3.1219512195121957,1.5058823529411764,303.3,0.9584569732937684,0.01351796900758325,0.0280250576986482,5.675725876873676,1.62924053973028,2.2512917986064953,84506.48999999999,16.81,72.25,17.049926686059386,2.0248456731316584,10130.894999999999,57.0,2.9154759474226504
36,266.9,43.8,5.0,25.4,10.507874015748031,1.7244094488188977,0.1968503937007874,High,11690.219999999998,1334.5,219.0,High,Low,High,11690.219999999998,1334.5,219.0,0.09516672911202698,0.5799086757990868,5.08,315.7,0.8454228698131137,0.1387393094710168,0.015837820715869498,5.590613776550563,3.8022081394209395,1.791759469228055,71235.60999999999,1918.4399999999998,25.0,16.337074401495514,6.618156843109719,58451.09999999999,5.957589285714286,2.23606797749979
37,74.7,49.4,45.7,14.7,5.081632653061225,3.360544217687075,3.1088435374149666,Medium_High,3690.18,3413.7900000000004,2257.58,Low,High,High,3690.18,3413.7900000000004,2257.58,0.1967871485943775,0.2975708502024291,0.32166301969365424,169.8,0.4399293286219081,0.2909305064782096,0.26914016489988224,4.3267781604434035,3.919991175077323,3.8437441646748516,5580.09,2440.3599999999997,2088.4900000000002,8.64291617453276,7.0285133563222315,168641.226,1.4821428571428572,6.760177512462229
38,43.1,26.7,35.1,10.1,4.267326732673268,2.6435643564356437,3.4752475247524757,Low,1150.77,1512.8100000000002,937.17,Low,Medium,Medium,1150.77,1512.8100000000002,937.17,0.23433874709976796,0.3782771535580524,0.2877492877492877,104.9,0.41086749285033364,0.25452812202097236,0.334604385128694,3.7864597824528,3.3214324131932926,3.586292865338835,1857.6100000000001,712.89,1232.01,6.565059024867941,5.167204273105526,40392.027,1.5559566787003611,5.92452529743945
39,228.0,37.7,32.0,21.5,10.604651162790697,1.7534883720930234,1.4883720930232558,High,8595.6,7296.0,1206.4,High,Medium,High,8595.6,7296.0,1206.4,0.09429824561403509,0.5702917771883289,0.671875,297.7,0.7658716829022506,0.12663755458515286,0.10749076251259658,5.43372200355424,3.655839600035736,3.4965075614664802,51984.0,1421.2900000000002,1024.0,15.0996688705415,6.1400325732035,275059.2,5.891472868217054,5.656854249492381
40,202.5,22.3,31.6,16.6,12.198795180722891,1.3433734939759034,1.9036144578313252,Medium_High,4515.75,6399.0,704.6800000000001,High,Medium,Medium,4515.75,6399.0,704.6800000000001,0.08197530864197532,0.7443946188340808,0.5253164556962026,256.40000000000003,0.7897815912636504,0.08697347893915756,0.12324492979719187,5.31566600488265,3.1484533605716547,3.484312288372662,41006.25,497.29,998.5600000000001,14.230249470757707,4.722287581247038,142697.7,8.690987124463518,5.621387729022079
41,177.0,33.4,38.7,17.1,10.350877192982455,1.9532163742690056,2.263157894736842,Medium_High,5911.8,6849.900000000001,1292.58,Medium,High,High,5911.8,6849.900000000001,1292.58,0.09661016949152543,0.5119760479041917,0.4418604651162791,249.10000000000002,0.7105580088317944,0.13408269771176232,0.1553592934564432,5.181783550292085,3.5380565643793527,3.681351187693145,31329.0,1115.56,1497.6900000000003,13.30413469565007,5.779273310719955,228786.66000000003,5.145348837209302,6.220932405998316
42,293.6,27.7,1.8,20.7,14.183574879227054,1.3381642512077294,0.08695652173913045,High,8132.72,528.48,49.86,High,Low,Medium,8132.72,528.48,49.86,0.07050408719346048,0.7472924187725631,11.5,323.1,0.9086969978334881,0.08573197152584339,0.005571030640668524,5.68561850402853,3.3568971227655755,1.0296194171811581,86200.96,767.29,3.24,17.134759992483115,5.263078946776307,14638.896,10.229965156794426,1.3416407864998738
43,206.9,8.4,26.4,12.9,16.03875968992248,0.6511627906976745,2.0465116279069764,Medium_Low,1737.96,5462.16,221.76,High,Medium,Low,1737.96,5462.16,221.76,0.06234896085065249,1.5357142857142856,0.4886363636363637,241.70000000000002,0.8560198593297476,0.03475382705833678,0.10922631361191558,5.337057194863967,2.2407096892759584,3.3105430133940246,42807.61,70.56,696.9599999999999,14.384018909887459,2.898275349237888,45882.144,22.01063829787234,5.138093031466052
44,25.1,25.7,43.3,8.5,2.9529411764705884,3.023529411764706,5.094117647058823,Low,645.07,1086.83,1112.81,Low,High,Medium,645.07,1086.83,1112.81,0.3386454183266932,0.33073929961089493,0.19630484988452657,94.1,0.26673751328374073,0.2731137088204038,0.46014877789585545,3.261935314328648,3.2846635654062037,3.7909846770510898,630.0100000000001,660.49,1874.8899999999996,5.0099900199501395,5.06951674225463,27931.531,0.9400749063670413,6.58027355054484
45,175.1,22.5,31.5,14.9,11.751677852348992,1.5100671140939597,2.1140939597315436,Medium_High,3939.75,5515.65,708.75,Medium,Medium,Medium,3939.75,5515.65,708.75,0.08509423186750428,0.6622222222222223,0.473015873015873,229.1,0.7642950676560454,0.09821038847664776,0.13749454386730686,5.17105201550216,3.1570004211501135,3.481240089335692,30660.01,506.25,992.25,13.232535660258014,4.743416490252569,124102.125,7.451063829787234,5.612486080160912
46,89.7,9.9,35.7,10.6,8.462264150943398,0.9339622641509434,3.367924528301887,Medium_Low,888.0300000000001,3202.2900000000004,353.43000000000006,Low,Medium,Low,888.0300000000001,3202.2900000000004,353.43000000000006,0.11817168338907469,1.0707070707070707,0.29691876750700275,135.3,0.6629711751662971,0.07317073170731707,0.2638580931263858,4.507557357121091,2.388762789235098,3.6027767550605247,8046.09,98.01,1274.4900000000002,9.47100839404126,3.146426544510455,31702.671000000006,8.229357798165138,5.974947698515862
47,239.9,41.5,18.5,23.2,10.340517241379311,1.788793103448276,0.7974137931034483,High,9955.85,4438.150000000001,767.75,High,Medium,High,9955.85,4438.150000000001,767.75,0.09670696123384744,0.5590361445783132,1.2540540540540541,299.9,0.7999333111037014,0.13837945981994,0.06168722907635879,5.484381909620826,3.7495040759303713,2.970414465569701,57552.01,1722.25,342.25,15.488705562441298,6.442049363362563,184183.225,5.644705882352941,4.301162633521313
48,227.2,15.8,49.9,14.8,15.351351351351349,1.0675675675675675,3.3716216216216215,Medium_High,3589.7599999999998,11337.279999999999,788.42,High,High,Medium,3589.7599999999998,11337.279999999999,788.42,0.06514084507042255,0.9367088607594937,0.2965931863727455,292.9,0.7756913622396723,0.053943325367019464,0.1703653123933083,5.430222437427975,2.8213788864092133,3.929862923556477,51619.84,249.64000000000001,2490.0099999999998,15.073154945133417,3.9749213828703582,179129.02399999998,13.523809523809522,7.063993204979744
